target,text
p,@SarahBurningham Thanks for that; ordering it as present for teen sis' bday in July - might have a little read first though  Looks great!
p,watching shows I missed on the ellipital--- love my on-demand! 
p,Sir_Almo: @londicreations alright  
n, (via @designrelated) are designed gallery exhibition postcards/mailers going extinct? via NYT http://ow.ly/fHJc
p,"Okay the laundry is started, I'm garage cleaning and I've picked up all the kids' toys "
p,Is living it up with curly good times at the hyatt 
n,@hayleycoll she's got them on her laptop but not on facebook 
p,"curious case of Benjamin button, later liquor. in love "
n,Dammmmmmmmmnnnnnnn hard Work 
p,"finnaly reach home, i got so many jokes to tell u guys later on, smh! "
n,"Just bid Mom and Gary farewell; they're off to their hotel room, and heading back to TX tomorrow. Wish I had more time with my Mom. "
n,preparing my discussion on positivism..i am so not enjoying my saturday.. 
n,The doctor said i had a chrysanthemum in my pee pee! thats what i get for waking up next to a woman  http://www.bobtrusty.com
n,@littlemisstango i've seen that so much.its just whatever now 
p,"Dont pray for fame, pray you're ready for it when it comes! i &lt;3 my mum! "
n,"@nathanborror ew... sorry about the last tweet, that didn't do what i expected... "
n,had fun in dinky town tonight! thunder lost 
p,@PinkBerryGirl Glad to know ur well  I'm sure dem BerryTastic boys and girls been keeping all entertained ;-) catch up with you later 
n,@noisydogstudio Sorry to hear about Albert. 
p,@TheVinners well i HAVE to be a vinner!!! 
p,check my emails and opened with adorableness!!! 
n,@Sazchik Same here! Loads of friends couldn't get tickets  they were too late!
p,Ok i'm done for th night i'm swamped ugh btw i talked to my pr lover boy  i love his accent it makes me happy. I can't wait to see him
p,sitting in the Calgary airport editing video and waiting for my ride.  #YYC
n,Just arrived to Madrid. It's colder than CehegÃ­n 
n,@IllusiveMcSorly ha - I tried to kill it but it attacked 3x and I ran. copperhead is what I'm most afraid it is. 
n,Monday rolls around WAY too quickly...  
n,"so I didn't have icing, being the brilliant me i put chocolate whipping cream instead, now the creame is slowly melting ON THE CAKE! FML "
n,Ramen and donutholes and pringles... Hahhhaha after I went to the gym earlier too 
n,Has to go and revise 
p,fuck im so effed up...see yaaaaa 
n,@caroly151 it's gonna be palm springs. I already committed to it so I shouldn't ditch my friends bday to go back to Vegas 
p,@abundance14 thanks!!! 
n,@brianakatlyn but i work friday  what time are you going? it just hurts to wait that long! im so excited its out! but mmm alaskan tacos!
p,@BeenieBop1970 Did you come up with an excuse then? You could say you have a faulty foo foo 
n,My fishie died. 
n,@Jonasbrothers ahh i wish i was in Texas!!!!!!!!!!!! 
p,"@MariSmith SD is my town.  Question from #SMSSS09 - when I login to FB &amp; see my profile, where do I find my fan page so I can make edits?"
p,Yesterday was such a good day!  Today is turning out pretty well as well! 
n,wants to stop sneezing!!! It's making my nose hurt 
n,@scrapaunt No... we arent going to Tokyo now 
n,@Paleinnocence u love ur bed more than u luv me 
n,Naww tonights scrubs is jd's last day at sacred heart 
n,@IsaChandra sorry - I was too distracted by Fizzle to notice. 
p,"somebody come eat pasta with me. by eat pasta with me, i mean come make it with me. im too lazy to do it all myself. haha. "
p,Got to get some pics of me so I am not just a symbol 
p,@Famewhore Thanks for the good time sir! Happy Gardening monday 
n,@svn8teen Hahaha ohhkay  Yeah. I hate some teacher. lol not hate. Like unlike. Haha. Me too! But i think we should now? 
n,"Still waiting for my #jolicloud invite, i signed up instantly when they spread the news "
p,@mcrispimp lol ohkay (:. another video you must see is called 'scarlet takes a tumble' - that's HILARIOUS! 
p,@Bree1282 i can email them to you if you want! what's your email? direct message it to me 
p,"@mcuban go mavs, i have the spurs "
p,just ate a mangooo! it was sooo sweet 
p,#musicmonday Jonas Brothers-Fly With Me 
p,Another nite run today.  I'm so looking forward to it nowadays especially when there are newcomers expected 
n,http://twitpic.com/69xsh - New Problem 
n,Grocery trip: TONS of awesome fresh food and ice cream because the baby begged for some. Yay! $90 later....blech. 
n,m doelen mis pieseseeesss 
p,@LaurenABell it doesn't matter! You have the sun  you're bright hehe.
n,Kimi looks like he has much more fun at races than me     http://ow.ly/3eVk
p,watching &quot;That Thing You Do&quot; on Comcast. Missing my boo like crrrrrazy! 
p,will school you in mario kart. 
p,"@BopRock Good luck then!  hahah, it is pretty awesome ;p"
n,@Luiz2288 I am drinking by myself. 
n,its times like this I wish I had a boo and was &quot;cakin&quot; it....welp i guess Ill go 2 sleep and start my routine day all over again tomorrow 
n,@SuperRecords totally! I'm jealous! cake &amp; flapjack! 
p,lady gaga's performance of lovegame on DWTS was just freakin awesome!! i very totally love it!!! 
p,Yay another 4am return home from Trilby's. 
p,@sgt_politeness Anderson Silva is a BEAST!! I have never seen that guy bleed 
p,@jlrussell I realized that this year too  Hope you had a good one anyway!
n,has a very sore back 
n,Missing yet another tourney 
p,good morning tweets!  here's hoping we all get some sales today!  
p,@bigmadkev no worries! Good luck for the rest of the tour 
p,"@ElinaMarta so what?  CilvÄkam var but 2 vardi ? 2 uzvardi ir vel kautkas saprotams, bet divi vardi - kÄ?pÄc?"
p,&quot;Raf so sweet of you to do such embarassing errand for me. You're a genie!  See you in a minute.&quot;
n,@UrDreamCumTrue awwwww.....how I wish I wash At Bday Bassshhh 
n,I think my suitcase wants to kill me. He hit me  ... 
p,@manicsocratic true but this time there is a purpose. 
n,"just woke up with @UMPIERREZ at jennys house. Going out to eat with my dad, i wanna go to the beachhhh "
p,@willyemai Indeed!  
n,@Rasplundjr awww  don't have a bad day....*hugs*
p,Watching Frost Nixon. Should be good. 
p,"@DonnieWahlberg ~ Oh baby, I'm ready. Holla at me when u touch down in Denver!!! "
p,long day in nyc!! sooo tired!!!!! no school tomorrow  ... what happened celtics?? kinda mad but im excited to watch lebron vs. melllo!!!!!
p,"off to work now,tweet you guys at lunchbreak "
p,"Taylor Swift's songs just officially completed my music life. (: Well, not really. I just really love all of her songs. "
p,"@amf7 Thank you for reminding me! I actually have something in mind given the date. Hint, it's Star Trek related. "
n,is very hungover 
n,starting to wonder if they're crazy when i meet em or if i make em that way.  confused...
p,@writinginrain @suzannehih 
p,Justin is making me watch Teenage Mutant Ninja Turtles the movie.  Apparently there is a marathon.
p,Good morning 
p,@Meerkat100 Yes get some photos on. I love looking at the pics people put on. Look forward to seeing yours then 
n,"Home from school, possibly had the least productive day ever...but now I have to write a psychology essay "
p,Yeah my family think im mad cos i keep saying bubbles 
p,@nwjerseyliz That's because of all of my Jolt Gum I think.  Sorry.
n,zomg! real firefox 3.5 with new icon! i... don't like it 
p,Getting ready and then who knows what with @icebug and eric.  yayyy
p,@DAMIENSHONEY  I followed you back cos your name is Rachel! Lol hahahaha .. not sure if i'd seen ya 
n,@gerryc OH NO! Gerry's tweets are all EspaÃ±ol now 
p,Im glad I figured out Twitter 
n,I can no longer claim to have more followers than @poxyreport. 
p,"@tchvinkle u'll have true friend, bey. but maybe, its not now.. "
n,@gatekeeperxiii i know!!!  OT pa nman! 
p,@PastorYolanda All the time! Thank you for uniting with me in prayer. 
n,oh no.  brb adopting collin
p,Stick wars 
n,@florasaur i saw u at wilson today. u didnt even say hi.   lol
n,@ashleykingsley hmm... now duplicate tweets. 
p,About to install Windows 7 on my old PC... wish me luck! 
n,@MrsMW Oh I just guessed it from your posts. I guessed wrong then. I am sorry! 
n,come on... drop by 1  44. blogtoplist.com
n,So stressed. Chicago yet?? 
p,@steeeve you can start joining us at Calvary chapel spring valley on Sat nights at 6pm.  then you'll have something to do
p,@TickleMeJoey OMG U GOT THE SWIINEE FLU NOOO... JK..LOVE YOU PLEASE REPLYY  YOU'D MAKE MY LIFE I SWEAR..THERE'S NO NEED 2 WRITE JUST REPLY
p,working; then moving mesa into the apartment 
n,"Just saw a hummingbird hit the library window, moved him to the brush where he can recover safely. Poor guy  http://twitpic.com/8dupd"
n,Off to Walmart 
p,"@gabrielpkelly ignorance, loud speaking volumes, fatty foods (and people) &quot;American&quot; bumper stickers &amp; poor grammar "
n,hm seems to have been because my blog was marked as a phishing site 
n,"oooh battlestar galactica is on the other channel. it's the rebellion episode! man, i feel so sad about what became of gaeta.  i liked him"
p,@defiantmike DiviantArt is deviantly addicting  do you have your stuff out there for us to admire??
p,..Margaret has quit the Apprentice!!! :O final sooooon 
n,@WeTheTRAVIS there is no pain. lol. just major pain with braces and having a problem of a small mouth that hates braces. 
p,is so excited for dinner 
p,"@jreneebuchholz That is one of the weirdest sentences ever, if you view it out of context! Your &quot;nuggets&quot;???  "
p,"@whafro nice chatting with you, have a great rest of the day. "
n,"@meer have done the first 2 proper levels after the village - the field &amp; the tsuta ruins, then have bn stuck for hrs on the stupid log "
p,"It is Monday and I'm done with school till January 20th soo, yay!  Oh well, I still got a job and I'm getting ready for work."
p,"@KayB Easily one of the best flicks ever! Watch this, and watch The Prestige also if you like this "
n,"@JenEstroff Believe me, I wish I'd been at Eastern WA weeknd too "
n,"Uuugh @KevinFierce, I am trying, but Im having bad anxiety.. "
p,Love takin pics!! Old pic  http://twitpic.com/6undp
n,Shit. Wish I'd gone to the party tonight. 
n,@tessax05 heyyy ! Haha awe  hope it gets fix soo we need to brainstorm for the name for our band ha ;)
p,"@alydenisof gllad to hear baby wasn't scared by earthquake, hope she's letting you guys get some sleep, &amp; hot food  these days "
p,@c64glen Where are you travelling to? And what are you doing that requires you travelling? 
p,@mackyrosman Going into day 11 Amber still has 14 babies..... Haven't lost any 
n,loves Keyboard Cat: Super Mario Bros edition. I'm now using twitter as an alternative to updating my fb status &gt;1 time/day. 
n,thinking how i am actually gonna revise for my gcse's which are very soon unfortunately 
n,"Oh my god, I REALLY want to go to Bondi Beach in Sydney. I'm so jealous of you people in Australia! "
n,@DumbLittleBunny I've never felt one  I've always missed the ones that happen here.
p,@shaunking Awesome!!!  Praise the Lord!!
n,Good Morning twiggas!! Damn I feel like shit 
n,"@Meaganbbyface Aw thanks, i try to stay fresh hahahaha JK!!!!!!!!!!!! JK!!!!!!!!!!!!! JK!!!!!!!!!! but why not another week "
n,finished my 12 hour coursework marathon. now for a couple of hours sleep. same again tomorrowww night/tonight! 
n,"Listening to Boys Like Girls. Wow, I miss them. Wish they were coming here on their next tour  @martinsays @johnblg @bryanblg @paulblg"
